title,link,description
Epidemiologia,https://www.mdpi.com/journal/epidemiologia,"Epidemiologia is an international, peer-reviewed, open access journal on epidemiologic research published quarterly online by MDPI. The Italian Society of Environmental Medicine (SIMA) is affiliated with Epidemiologia, and its members receive discounts on article processing charges."
Epigenomes,https://www.mdpi.com/journal/epigenomes,"Epigenomes is an international, peer-reviewed, open access journal on epigenetics and epigenomics, published quarterly online by MDPI. The Epigenetics Society is affiliated with Epigenomes and its members receive discounts on the article processing charges."
European Burn Journal,https://www.mdpi.com/journal/ebj,"European Burn Journal (formerly European Journal of Burn Care) is an international, peer-reviewed, open access journal on burn care and burn prevention. The journal is owned by the European Burns Association (EBA) and is published quarterly online by MDPI."
"European Journal of Investigation in Health, Psychology and Education",https://www.mdpi.com/journal/ejihpe,"European Journal of Investigation in Health, Psychology and Education is a peer-reviewed, scientific journal that publishes original articles and systematic reviews or meta-analyses related to research on human development throughout the life cycle. The journal is owned by the University Association of Education and Psychology (previously published under the print ISSN 2174-8144) and is published monthly online by MDPI (since Volume 10, Issue 1 - 2020)."
Fermentation,https://www.mdpi.com/journal/fermentation,"Fermentation is an international, peer-reviewed, open access journal on fermentation process and technology published monthly online by MDPI."
Fibers,https://www.mdpi.com/journal/fibers,"Fibers is an international, peer-reviewed, open access journal on fiber science, published monthly online by MDPI."
FinTech,https://www.mdpi.com/journal/fintech,"FinTech is an international, peer-reviewed, open access journal on a variety of themes connected with financial technology, such as cryptocurrencies, risk management, robo-advising, crowdfunding, blockchain, new payment solutions, machine learning and AI for financial services, digital currencies, etc., published quarterly online by MDPI."
Fire,https://www.mdpi.com/journal/fire,"Fire is an international, peer-reviewed, open access journal about the science, policy, and technology of fires and how they interact with communities and the environment, published monthly online by MDPI. The Global Wildland Fire Network is affiliated with Fire."
Fishes,https://www.mdpi.com/journal/fishes,"Fishes is an international, peer-reviewed, scientific, open access journal published monthly online by MDPI. It covers fishes and aquatic animals research. The Iberian Society of Ichthyology (SIBIC) and the Brazilian Society of Aquaculture and Aquatic Biology (Aquabio) are affiliated with Fishes and their members receive a discount on the article processing charges."
Fluids,https://www.mdpi.com/journal/fluids,"Fluids is an international, peer-reviewed, open access journal on all aspects of fluids, published monthly online by MDPI. The Portuguese Society of Rheology (SPR) is affiliated with Fluids and its members receive discounts on the article processing charges."
Foods,https://www.mdpi.com/journal/foods,"Foods is an international, peer-reviewed, open access journal on food science published semimonthly online by MDPI. The Italian Society of Food Sciences (SISA) and Spanish Nutrition Foundation (FEN) are affiliated with Foods and their members receive discounts on the article processing charges."
Forecasting,https://www.mdpi.com/journal/forecasting,"Forecasting is an international, peer-reviewed, open access journal on all aspects of forecasting published quarterly online by MDPI."
Forensic Sciences,https://www.mdpi.com/journal/forensicsci,"Forensic Sciences is an international, peer-reviewed, open access journal on all aspects of forensic science published quarterly online by MDPI. The Portuguese Association of Forensic Sciences (APCF) is affiliated with Forensic Sciences and their members receive a discount on the article processing charges."
Forests,https://www.mdpi.com/journal/forests,"Forests is an international, peer-reviewed, open access journal on forestry and forest ecology published monthly online by MDPI."
Fossil Studies,https://www.mdpi.com/journal/fossstud,"Fossil Studies - formerly Fossils - is an international, peer-reviewed, open access journal on all aspects of palaeontology published quarterly online by MDPI."
Foundations,https://www.mdpi.com/journal/foundations,"Foundations is an international, peer-reviewed, open access journal on mathematics, physics and chemistry published quarterly online by MDPI."
Fractal and Fractional,https://www.mdpi.com/journal/fractalfract,"Fractal and Fractional is an international, scientific, peer-reviewed, open access journal of fractals and fractional calculus and their applications in different fields of science and engineering published monthly online by MDPI."
Fuels,https://www.mdpi.com/journal/fuels,"Fuels is an international, peer-reviewed, open access journal on fuel science, published quarterly online by MDPI. The Institute of Energy and Fuel Processing Technology (ITPE) is affiliated to Fuels and their members receive a discount on the article processing charges."
Future,https://www.mdpi.com/journal/future,"Future is an international, peer-reviewed, open access journal focused on the research areas of growth and development and school health published quarterly online by MDPI."
Future Internet,https://www.mdpi.com/journal/futureinternet,"Future Internet is an international, peer-reviewed, open access journal on internet technologies and the information society, published monthly online by MDPI."
Future Pharmacology,https://www.mdpi.com/journal/futurepharmacol,"Future Pharmacology is an international, peer-reviewed, open access journal on pharmacology, drug discovery, and therapeutics published quarterly online by MDPI."
Future Transportation,https://www.mdpi.com/journal/futuretransp,"Future Transportation is an international, peer-reviewed, open access journal on the civil engineering, economics, environment and geography, computer science and other transdisciplinary dimensions of transportation published quarterly online by MDPI."
Galaxies,https://www.mdpi.com/journal/galaxies,"Galaxies is an international, peer-reviewed, open access journal on astronomy, astrophysics, and cosmology published bimonthly online by MDPI."
Games,https://www.mdpi.com/journal/games,"Games is a scholarly, peer-reviewed, open access journal of studies on game theory and its applications published bimonthly online by MDPI."
Gases,https://www.mdpi.com/journal/gases,"Gases is an international, peer-reviewed, open access journal on the field of applied science and engineering advances in natural gas, greenhouse gas control, and gas sensors, published quarterly online by MDPI."
Gastroenterology Insights,https://www.mdpi.com/journal/gastroent,"Gastroenterology Insights is an international, scientific, peer-reviewed open access journal on gastrointestinal diseases published quarterly online by MDPI (from Volume 11 Issue 1 - 2020)."
Gastrointestinal Disorders,https://www.mdpi.com/journal/gastrointestdisord,"Gastrointestinal Disorders is an international, open access, peer-reviewed journal on gastroenterology, published quarterly online by MDPI."
Gastronomy,https://www.mdpi.com/journal/gastronomy,"Gastronomy is an international, peer-reviewed, open access journal on gastronomy and culinary arts published quarterly online by MDPI."
Gels,https://www.mdpi.com/journal/gels,"Gels is an international, peer-reviewed, open access journal on physical and chemical gels published monthly online by MDPI."
Genealogy,https://www.mdpi.com/journal/genealogy,"Genealogy is an international, scholarly, peer-reviewed, open access journal devoted to the analysis of genealogical narratives (with applications for family, race/ethnic, gender, migration and science studies) and scholarship that uses genealogical theory and methodologies to examine historical processes. The journal is published quarterly online by MDPI."
Genes,https://www.mdpi.com/journal/genes,"Genes is a peer-reviewed, open access journal of genetics and genomics published monthly online by MDPI. The Spanish Society for Biochemistry and Molecular Biology (SEBBM) is affiliated with Genes and their members receive discounts on the article processing charges."
Geographies,https://www.mdpi.com/journal/geographies,"Geographies is an international, peer-reviewed, open access journal on geography published quarterly online by MDPI."
GeoHazards,https://www.mdpi.com/journal/geohazards,"GeoHazards is an international, peer-reviewed, open access journal on theoretical and applied research across the whole spectrum of geomorphological hazards, namely endogenous and exogenous hazards, as well as those related to climate change and human activity, published quarterly online by MDPI."
Geomatics,https://www.mdpi.com/journal/geomatics,"Geomatics is an international, peer-reviewed, open access journal on geomatic science published quarterly online by MDPI."
Geosciences,https://www.mdpi.com/journal/geosciences,"Geosciences is an international, peer-reviewed open access journal on geoscience, future earth and planetary science published monthly online by MDPI. The European Federation of Geologists (EFG) is affiliated with Geosciences, and its members receive a discount on the article processing charge."
Geotechnics,https://www.mdpi.com/journal/geotechnics,"Geotechnics is an international, peer-reviewed, open access journal on geotechnical engineering published quarterly online by MDPI."
Geriatrics,https://www.mdpi.com/journal/geriatrics,"Geriatrics is an international, peer-reviewed, scientific open access journal on geriatric medicine published bimonthly online by MDPI."
Glacies,https://www.mdpi.com/journal/glacies,"Glacies is an international, peer-reviewed, open access journal on all aspects of the studies related to ice published quarterly online by MDPI."
"Gout, Urate, and Crystal Deposition Disease",https://www.mdpi.com/journal/gucdd,"Gout, Urate, and Crystal Deposition Disease is an international, peer-reviewed, open access journal on gout, urate, and crystal deposition disease, published quarterly online by MDPI. The journal is owned by the Gout, Hyperuricemia and Crystal Associated Disease Network (G-CAN) and its members receive discounts on the article processing charges."
Grasses,https://www.mdpi.com/journal/grasses,"Grasses is an international, peer-reviewed, open access journal on all fundamental and applied fields of grass, published quarterly online by MDPI."
Hardware,https://www.mdpi.com/journal/hardware,"Hardware is an international, peer-reviewed, open access journal on open source hardware designs published quarterly online by MDPI."
Healthcare,https://www.mdpi.com/journal/healthcare,"Healthcare is an international, scientific, peer-reviewed, open access journal on health care systems, industry, technology, policy, and regulation, and is published semimonthly online by MDPI. Ocular Wellness & Nutrition Society (OWNS) is affiliated with Healthcare and its members receive discounts on article processing charges."
Hearts,https://www.mdpi.com/journal/hearts,"Hearts is an international, peer-reviewed, open access journal on cardiology and cardiac & vascular surgery, published quarterly online by MDPI."
Hemato,https://www.mdpi.com/journal/hemato,"Hemato - formerly Bloods - is an international, peer-reviewed, open access journal on hematology, published quarterly online by MDPI. The Spanish Society of Hematology and Hemotherapy (SEHH) and the Nuclear Medicine Discovery (Nu.Me.D.) are affiliated with Hemato and their members receive a discount on the article processing charges."
Hematology Reports,https://www.mdpi.com/journal/hematolrep,"Hematology Reports - formerly Hematology Reviews - is an international, peer-reviewed, open access journal on all aspects of prevention, diagnosis and management of disorders of the blood, published quarterly online by MDPI (from Volume 14, Issue 1 - 2022). The Society of Hematologic Oncology Italy (SOHO Italy) is affiliated with Hematology Reports and their members receive discounts on the article processing charges."
Heritage,https://www.mdpi.com/journal/heritage,"Heritage is an international, peer-reviewed, open access journal of cultural and natural heritage science published monthly by MDPI."
Histories,https://www.mdpi.com/journal/histories,"Histories is an international, peer-reviewed, open access journal on inquiry of change and continuity of human societies (on various scales and with different approaches, including environmental, social and technological studies), published quarterly online by MDPI."
Horticulturae,https://www.mdpi.com/journal/horticulturae,"Horticulturae is an international, peer-reviewed, open access journal published monthly online by MDPI. The Spanish Society of Horticultural Sciences (SECH) is affiliated with Horticulturae and its members receive a discount on the article processing charges."
Hospitals,https://www.mdpi.com/journal/hospitals,"Hospitals is an international, peer-reviewed, open access journal on hospital management, services and policy published quarterly online by MDPI."
Humanities,https://www.mdpi.com/journal/humanities,"Humanities is an international, peer-reviewed, open access journal on the meaning of cultural expression and perceptions as seen through different interpretative lenses. Humanities is published bimonthly online by MDPI."
Humans,https://www.mdpi.com/journal/humans,"Humans is an international, peer-reviewed, open access journal on anthropology published quarterly online by MDPI."
Hydrobiology,https://www.mdpi.com/journal/hydrobiology,"Hydrobiology is an international, peer-reviewed, open access journal on freshwater and marine biology, limnology, fisheries, oceanography, and aquatic ecology published quarterly online by MDPI."
Hydrogen,https://www.mdpi.com/journal/hydrogen,"Hydrogen is an international, peer-reviewed, open access journal on all aspects of hydrogen published quarterly online by MDPI."
Hydrology,https://www.mdpi.com/journal/hydrology,"Hydrology is an international, peer-reviewed, open access journal on hydrology published monthly online by MDPI. The American Institute of Hydrology (AIH) and Japanese Society of Physical Hydrology (JSPH) are affiliated with Hydrology and their members receive discounts on the article processing charges."
Hygiene,https://www.mdpi.com/journal/hygiene,"Hygiene is an international, peer-reviewed, open access journal on healthcare epidemiology, public health and environmentally-related hygiene, published quarterly online by MDPI. We also welcome submissions with a focus on best practices that help maintain health and prevent the spread of diseases."
Immuno,https://www.mdpi.com/journal/immuno,"Immuno is an international, peer-reviewed, open access journal on immunological research and clinical applications published quarterly online by MDPI."
Infectious Disease Reports,https://www.mdpi.com/journal/idr,"Infectious Disease Reports is an international, scientific, peer-reviewed open access journal on infectious diseases published bimonthly online by MDPI (from Volume 12 Issue 3 - 2020)."
Informatics,https://www.mdpi.com/journal/informatics,"Informatics is an international, peer-reviewed, open access journal on information and communication technologies, human–computer interaction, and social informatics, and is published quarterly online by MDPI."
Information,https://www.mdpi.com/journal/information,"Information is a scientific, peer-reviewed, open access journal of information science and technology, data, knowledge, and communication, and is published monthly online by MDPI. The International Society for Information Studies (IS4SI) is affiliated with Information and its members receive discounts on the article processing charges."
Infrastructures,https://www.mdpi.com/journal/infrastructures,"Infrastructures is an international, scientific, peer-reviewed open access journal on infrastructures published monthly online by MDPI. The journal collaborates with  the Spanish Road Technology Platform /Plataforma Tecnológica Española de la Carretera (PTC). Infrastructures is affiliated to International Society for Maintenance and Rehabilitation of Transport Infrastructures (iSMARTi) and their members receive a discount on the article processing charges."
Inorganics,https://www.mdpi.com/journal/inorganics,"Inorganics is an international, scientific, peer-reviewed, open access journal on inorganic chemistry published monthly online by MDPI."
Insects,https://www.mdpi.com/journal/insects,"Insects is an international, peer-reviewed, open access journal on entomology published monthly online by MDPI."
Instruments,https://www.mdpi.com/journal/instruments,"Instruments is an international, peer-reviewed, open access journal on scientific instrumentation and its related methods and theory, published quarterly online by MDPI."
International Journal of Environmental Research and Public Health,https://www.mdpi.com/journal/ijerph,"International Journal of Environmental Research and Public Health is a transdisciplinary, peer-reviewed, open access journal published monthly online by MDPI. It covers Global Health, Healthcare Sciences, Behavioral and Mental Health, Infectious Diseases, Chronic Diseases and Disease Prevention, Exercise and Health Related Quality of Life, Environmental Health and Environmental Sciences. The International Society Doctors for the Environment (ISDE) and Italian Society of Environmental Medicine (SIMA) are affiliated with IJERPH and their members receive a discount on the article processing charges."
International Journal of Financial Studies,https://www.mdpi.com/journal/ijfs,"International Journal of Financial Studies is an international, peer-reviewed, scholarly open access journal on financial market, instruments, policy, and management research published quarterly online by MDPI."
International Journal of Molecular Sciences,https://www.mdpi.com/journal/ijms,"International Journal of Molecular Sciences is an international, peer-reviewed, open access journal providing an advanced forum for biochemistry, molecular and cell biology, molecular biophysics, molecular medicine, and all aspects of molecular research in chemistry, and is published semimonthly online by MDPI. The Australian Society of Plant Scientists (ASPS), Epigenetics Society, European Calcium Society (ECS), European Chitin Society (EUCHIS), Spanish Society for Cell Biology (SEBC) and others are affiliated with IJMS and their members receive a discount on the article processing charges."
International Journal of Neonatal Screening,https://www.mdpi.com/journal/IJNS,"International Journal of Neonatal Screening is an international, peer-reviewed, open access journal on neonatal screening and neonatal medicine published quarterly online by MDPI. The journal is owned by the International Society for Neonatal Screening (ISNS). The International Society for Neonatal Screening (ISNS), German Society for Neonatal Screening (DGNS), the Japanese Society for Neonatal Screening (JSNS), the Association of Public Health Laboratories (APHL) and the UK Newborn Screening Laboratory Network (UKNSLN) are affiliated with IJNS and their members receive discounts on the article processing charges."
International Journal of Plant Biology,https://www.mdpi.com/journal/ijpb,"International Journal of Plant Biology is an international, peer-reviewed, open access journal on all different subdisciplines of plant biology, published quarterly online by MDPI (from Volume 13, Issue 1 - 2022)."
International Journal of Topology,https://www.mdpi.com/journal/ijt,"International Journal of Topology is an international, peer-reviewed, open access journal on differential topology, algebraic topology, manifolds, geometry, and related applications. Its purpose is to provide a platform for research and development in various fields of topology, expand topology to a wider range of applications, and promote the development of mathematics. This journal is published quarterly online by MDPI."
International Journal of Translational Medicine,https://www.mdpi.com/journal/ijtm,"International Journal of Translational Medicine is an international, peer-reviewed, open access journal on major advances in both experimental and clinical medicine, with a particular emphasis on translational research published quarterly online by MDPI."
"International Journal of Turbomachinery, Propulsion and Power",https://www.mdpi.com/journal/ijtpp,"International Journal of Turbomachinery, Propulsion and Power is an international, peer-reviewed, open access journal on turbomachinery, propulsion and power. The journal is owned by the EUROTURBO European turbomachinery society and is published quarterly online by MDPI."
International Medical Education,https://www.mdpi.com/journal/ime,"International Medical Education is an international, peer-reviewed, open access journal on international medical education. The journal is owned by the Academic Society for International Medical Education and is published quarterly online by MDPI."
Inventions,https://www.mdpi.com/journal/inventions,"Inventions is an international, scientific, peer-reviewed, open access journal published bimonthly online by MDPI."
IoT,https://www.mdpi.com/journal/IoT,"IoT is an international, peer-reviewed, open access journal on Internet of Things (IoT) published quarterly online by MDPI."
ISPRS International Journal of Geo-Information,https://www.mdpi.com/journal/ijgi,"ISPRS International Journal of Geo-Information is an international, peer-reviewed, open access journal on geo-information. The journal is owned by the International Society for Photogrammetry and Remote Sensing (ISPRS) and is published monthly online by MDPI."
J,https://www.mdpi.com/journal/J,"J — Multidisciplinary Scientific Journal is an international, peer-reviewed, open access journal on all natural and applied sciences, published quarterly online by MDPI. Our goal is to improve fast dissemination of new research results and ideas, and to allow research groups to build new studies, innovations and knowledge without delay."
Journal of Ageing and Longevity,https://www.mdpi.com/journal/jal,"Journal of Ageing and Longevity is an international, peer-reviewed, open access journal on all aspects of ageing and longevity published quarterly online by MDPI. The Italian Longevity League (ILL) is affiliated with the Journal of Ageing and Longevity and its members receive discounts on the article processing charges."
Journal of Cardiovascular Development and Disease,https://www.mdpi.com/journal/jcdd,"Journal of Cardiovascular Development and Disease is an international, scientific, peer-reviewed, open access journal on cardiovascular medicine published monthly online by MDPI."
Journal of Clinical & Translational Ophthalmology,https://www.mdpi.com/journal/jcto,"Journal of Clinical & Translational Ophthalmology is an international, peer-reviewed, open access journal on ophthalmology published quarterly online by MDPI."
Journal of Clinical Medicine,https://www.mdpi.com/journal/jcm,"Journal of Clinical Medicine is an international, peer-reviewed, open access journal of clinical medicine, published semimonthly online by MDPI. The International Bone Research Association (IBRA), Italian Resuscitation Council (IRC), Spanish Society of Hematology and Hemotherapy (SEHH), Japan Association for Clinical Engineers (JACE), European Independent Foundation in Angiology/ Vascular Medicine (VAS) and others are all affiliated with JCM, and their members receive a discount on article processing charges."
Journal of Composites Science,https://www.mdpi.com/journal/jcs,"Journal of Composites Science is an international, peer-reviewed, open access journal on the science and technology of composites published monthly online by MDPI."
Journal of Cybersecurity and Privacy,https://www.mdpi.com/journal/jcp,"Journal of Cybersecurity and Privacy is an international, peer-reviewed, open access journal on all aspects of computer, systems, and information security, published quarterly online by MDPI."
Journal of Developmental Biology,https://www.mdpi.com/journal/jdb,"Journal of Developmental Biology is an international, peer-reviewed, open access journal on the development of multicellular organisms at the molecule, cell, tissue, organ and whole organism levels published quarterly online by MDPI."
Journal of Experimental and Theoretical Analyses,https://www.mdpi.com/journal/jeta,"Journal of Experimental and Theoretical Analyses is an international, peer-reviewed, open access journal on the methods and applications of the analysis science in both the experimental and theoretical aspects of the engineering area, published quarterly online by MDPI."
Journal of Functional Biomaterials,https://www.mdpi.com/journal/jfb,"Journal of Functional Biomaterials is an international, interdisciplinary, peer-reviewed, open access journal on materials for biomedical use and is published monthly online by MDPI."
Journal of Functional Morphology and Kinesiology,https://www.mdpi.com/journal/jfmk,"Journal of Functional Morphology and Kinesiology is a peer-reviewed, open access journal on functional morphology and kinesiology research dealing with the analysis of structure, function, development, evolution of cells and tissues of the musculoskeletal system and the whole body, published quarterly online by MDPI."
Journal of Fungi,https://www.mdpi.com/journal/jof,"Journal of Fungi is an international, peer-reviewed, open access journal of mycology published monthly online by MDPI. The Medical Mycological Society of the Americas (MMSA) and the Spanish Phytopathological Society (SEF) are affiliated with the Journal of Fungi, and their members receive a discount on the article processing charges."
Journal of Imaging,https://www.mdpi.com/journal/jimaging,"Journal of Imaging is an international, multi/interdisciplinary, peer-reviewed, open access journal of imaging techniques published online monthly by MDPI."
Journal of Intelligence,https://www.mdpi.com/journal/jintelligence,"Journal of Intelligence is an international, peer-reviewed, open access journal on the study of human intelligence, published monthly online by MDPI."
Journal of Low Power Electronics and Applications,https://www.mdpi.com/journal/jlpea,"Journal of Low Power Electronics and Applications is an international, peer-reviewed, open access journal on low power electronics published quarterly online by MDPI."
Journal of Manufacturing and Materials Processing,https://www.mdpi.com/journal/jmmp,"Journal of Manufacturing and Materials Processing is an international, peer-reviewed, open access journal on the scientific fundamentals and engineering methodologies of manufacturing and materials processing published bimonthly online by MDPI."
Journal of Marine Science and Engineering,https://www.mdpi.com/journal/jmse,"Journal of Marine Science and Engineering is an international, peer-reviewed, open access journal on marine science and engineering, published monthly online by MDPI. The Australia New Zealand Marine Biotechnology Society (ANZMBS) is affiliated with JMSE and their members receive discounts on the article processing charges."
Journal of Market Access & Health Policy,https://www.mdpi.com/journal/jmahp,"Journal of Market Access & Health Policy (JMAHP) is an international, peer-reviewed, open access journal that covers all different subdisciplines of ‘market access’ from economic, technical, scientific, sociological, psychological and policy perspectives. The journal is owned by the Market Access Society, and is published quarterly online by MDPI (since Volume 12, Issue 1 - 2024)."
Journal of Molecular Pathology,https://www.mdpi.com/journal/jmp,"Journal of Molecular Pathology is an international, peer-reviewed, open access journal on every topic related to modern histopathology and cytopathology, predictive pathology and molecular cytopathology, published quarterly online by MDPI."
Journal of Nanotheranostics,https://www.mdpi.com/journal/jnt,"Journal of Nanotheranostics is an international, peer-reviewed, open access journal on nanotheranostics published quarterly online by MDPI."
Journal of Nuclear Engineering,https://www.mdpi.com/journal/jne,"Journal of Nuclear Engineering is an international, peer-reviewed, open access journal on nuclear and radiation sciences and applications, published quarterly online by MDPI."
"Journal of Otorhinolaryngology, Hearing and Balance Medicine",https://www.mdpi.com/journal/ohbm,"Journal of Otorhinolaryngology, Hearing and Balance Medicine is an international, scientific, peer-reviewed, open access journal of otorhinolaryngology, hearing and balance medical studies, published semiannually online by MDPI."
Journal of Personalized Medicine,https://www.mdpi.com/journal/jpm,"Journal of Personalized Medicine is an international, peer-reviewed, open access journal on personalized medicine, published monthly online by MDPI."
Journal of Pharmaceutical and BioTech Industry,https://www.mdpi.com/journal/jpbi,"Journal of Pharmaceutical and BioTech Industry is an international, peer-reviewed, open access journal on the study of the pharmaceutical and biotechnology sectors from industrial and academic perspectives, published quarterly online by MDPI."
Journal of Respiration,https://www.mdpi.com/journal/jor,"Journal of Respiration is an international, peer-reviewed, open access journal on all aspects of respiratory science in humans published quarterly online by MDPI."
Journal of Risk and Financial Management,https://www.mdpi.com/journal/jrfm,"Journal of Risk and Financial Management is an international, peer-reviewed, open access journal on risk and financial management, published monthly online by MDPI."
Journal of Sensor and Actuator Networks,https://www.mdpi.com/journal/jsan,"Journal of Sensor and Actuator Networks is an international, peer-reviewed, open access journal on the science and technology of sensor and actuator networks, published bimonthly online by MDPI."
Journal of Theoretical and Applied Electronic Commerce Research,https://www.mdpi.com/journal/jtaer,"Journal of Theoretical and Applied Electronic Commerce Research published since 2006, is an international, peer-reviewed, scientific journal owned by the Faculty of Engineering of the Universidad de Talca, and MDPI provides publishing services for the journal since Volume 16, Issue 3 (2021)."
Journal of Vascular Diseases,https://www.mdpi.com/journal/jvd,"Journal of Vascular Diseases is an international, peer-reviewed, open access journal on all aspects of cardiovascular, cerebrovascular, and peripheral vascular diseases, published quarterly online by MDPI."
Journal of Xenobiotics,https://www.mdpi.com/journal/jox,"Journal of Xenobiotics is an international, peer-reviewed, open access journal on xenobiotics published quarterly online by MDPI (from Volume 10, Issue 1 - 2020)."
Journal of Zoological and Botanical Gardens,https://www.mdpi.com/journal/jzbg,"Journal of Zoological and Botanical Gardens is an international, peer-reviewed, open access journal on the intersection of fauna and flora conservation, published quarterly online by MDPI. The World Association of Zoos and Aquariums (WAZA) is affiliated with JZBG and its members receive discounts on the article processing charges."
Journalism and Media,https://www.mdpi.com/journal/journalmedia,"Journalism and Media is an international, peer-reviewed, open access journal on journalism and the media, published quarterly online by MDPI."
Kidney and Dialysis,https://www.mdpi.com/journal/kidneydial,"Kidney and Dialysis is an international, peer-reviewed, open access journal on nephrology and dialysis published quarterly online by MDPI."
Kinases and Phosphatases,https://www.mdpi.com/journal/kinasesphosphatases,"Kinases and Phosphatases is an international, peer-reviewed, open access journal on every aspect of post-translational modifications in all biological systems, from bacteria to humans, covering a wide range of disciplines, including biochemistry, molecular biology, structural biology, cell biology, medicinal chemistry, pharmacology, cellular pathology, and clinical disciplines, and is published quarterly online by MDPI."
Knowledge,https://www.mdpi.com/journal/knowledge,"Knowledge is an international, peer-reviewed, open access journal on knowledge and knowledge-related technologies published quarterly online by MDPI."
Laboratories,https://www.mdpi.com/journal/laboratories,"Laboratories is an international, peer-reviewed, open access journal on laboratory management published quarterly online by MDPI."
Land,https://www.mdpi.com/journal/land,"Land is an international and cross-disciplinary, peer-reviewed, open access journal on land system science, landscape, soil–sediment–water systems, urban study, land–climate interactions, water–energy–land–food (WELF) nexus, biodiversity research and health nexus, land modelling and data processing, ecosystem services, and multifunctionality and sustainability etc., published monthly online by MDPI. The International Association for Landscape Ecology (IALE), European Land-use Institute (ELI), Landscape Institute (LI) and Urban Land Institute (ULI) are affiliated with Land, and their members receive discounts on the article processing charges."
Languages,https://www.mdpi.com/journal/languages,"Languages is an international, multidisciplinary, peer-reviewed, open access journal on interdisciplinary studies of languages published monthly online by MDPI. The European Society for Transcultural and Interdisciplinary Dialogue (ESTIDIA) is affiliated with Languages and its members receive discounts on the article processing charges."
Laws,https://www.mdpi.com/journal/laws,"Laws is an international, peer-reviewed, open access journal on legal systems, theory, and institutions, published bimonthly online by MDPI."
Life,https://www.mdpi.com/journal/life,"Life is an international, peer-reviewed, open access journal of scientific studies related to fundamental themes in life sciences, from basic to applied research, published monthly online by MDPI. The Astrobiology Society of Britain (ASB) and Spanish Association for Cancer Research (ASEICA) are affiliated with Life and their members receive a discount on the article processing charges."
Limnological Review,https://www.mdpi.com/journal/limnolrev,"Limnological Review is an international, peer-reviewed, open access journal that covers all different subdisciplines of aquatic science, published quarterly online by MDPI (from Volume 22, Issue 1-2022). The Polish Limnological Society is affiliated with Limnological Review and its members receive a discount on article processing charges."
Lipidology,https://www.mdpi.com/journal/lipidology,"Lipidology is a peer-reviewed, open access journal on lipid sciences published quarterly online by MDPI."
Liquids,https://www.mdpi.com/journal/liquids,"Liquids is an international, peer-reviewed, open access journal on all aspects of liquid material research published quarterly online by MDPI."
Literature,https://www.mdpi.com/journal/literature,"Literature is an international, peer-reviewed, open access journal on literature and cultural studies published quarterly online by MDPI."
Livers,https://www.mdpi.com/journal/livers,"Livers is an international, peer-reviewed, open access journal on liver science published quarterly online by MDPI."
Logics,https://www.mdpi.com/journal/logics,"Logics is an international, peer-reviewed, open access journal on all aspects of logic published quarterly online by MDPI."
Logistics,https://www.mdpi.com/journal/logistics,"Logistics is an international, scientific, peer-reviewed, open access journal of logistics and supply chain management published quarterly online by MDPI. The first issue has been released in December 2017."
Lubricants,https://www.mdpi.com/journal/lubricants,"Lubricants is an international, peer-reviewed, open access journal on tribology published monthly online by MDPI."
Lymphatics,https://www.mdpi.com/journal/lymphatics,"Lymphatics is an international, peer-reviewed, open access journal on lymphatics and related disorders published quarterly online by MDPI."
Machine Learning and Knowledge Extraction,https://www.mdpi.com/journal/make,"Machine Learning and Knowledge Extraction is an international, peer-reviewed, open access journal on machine learning and applications. It publishes original research articles, reviews, tutorials, research ideas, short notes and Special Issues that focus on machine learning and applications. Please see our video on YouTube explaining the MAKE journal concept. The journal is published quarterly online by MDPI."
Machines,https://www.mdpi.com/journal/machines,"Machines is an international, peer-reviewed, open access journal on machinery and engineering published monthly online by MDPI. The IFToMM is affiliated with Machines and its members receive a discount on the article processing charges."
Macromol,https://www.mdpi.com/journal/macromol,"Macromol is an international, peer-reviewed, open access journal on all aspects of macromolecular research published quarterly online by MDPI."
Magnetism,https://www.mdpi.com/journal/magnetism,"Magnetism is an international, peer-reviewed, open access journal on science and technology for all original researches on magnetism and related fields, published quarterly online by MDPI. The UK Magnetics Society (UKMagSoc) is affiliated with Magnetism and their members receive discounts on the article processing charges."
Magnetochemistry,https://www.mdpi.com/journal/magnetochemistry,"Magnetochemistry is an international, peer-reviewed, open access journal on all areas of magnetism and magnetic materials published monthly online by MDPI."
Marine Drugs,https://www.mdpi.com/journal/marinedrugs,"Marine Drugs is the leading, peer-reviewed, open access journal on the research, development, and production of biologically and therapeutically active compounds from the sea. Marine Drugs is published monthly online by MDPI. Australia New Zealand Marine Biotechnology Society (ANZMBS) is affiliated with Marine Drugs and its members receive a discount on article processing charges."
Materials,https://www.mdpi.com/journal/materials,"Materials is an international peer-reviewed, open access journal on materials science and engineering published semimonthly online by MDPI. The Portuguese Materials Society (SPM), Spanish Materials Society (SOCIEMAT) and Manufacturing Engineering Society (MES) are affiliated with Materials and their members receive discounts on the article processing charges."
Materials Proceedings*,https://www.mdpi.com/journal/materproc,"Materials Proceedings is an open access journal dedicated to publishing findings resulting from conferences, workshops, and similar events, in all areas of material sciences. The conference organizers and proceedings editors are responsible for managing the peer-review process and selecting papers for conference proceedings."
Mathematical and Computational Applications,https://www.mdpi.com/journal/mca,"Mathematical and Computational Applications is an international, peer-reviewed, open access journal on applications of mathematical and/or computational techniques, published bimonthly online by MDPI."
